元データ,Channel ID,関数でチャレンジ（重すぎる）,もりゆか検証中：GASでチャレンジ,GAS用✍
youtube.com::afv_user_id_zKvSwhH0Ilo3cU5JBxJNYA,UCzKvSwhH0Ilo3cU5JBxJNYA,sakai_takahiro - YouTube,,
youtube.com::afv_user_id_w7HTQv0F4CB9zGRhqosYsg,UCw7HTQv0F4CB9zGRhqosYsg,Marina Takewaki - YouTube,,
youtube.com::afv_user_id_oTZGGLMexsUwrAQkg_h6EQ,UCoTZGGLMexsUwrAQkg_h6EQ,俺はアントン - YouTube,,
youtube.com::afv_user_id_dB5vhQORw9HeiF82IYLnjw,UCdB5vhQORw9HeiF82IYLnjw,すとぷりちゃんねる - YouTube,,
youtube.com::afv_user_id_g4nOl7_gtStrLwF0_xoV0A,UCg4nOl7_gtStrLwF0_xoV0A,SeikinTV - YouTube,,
youtube.com::afv_user_id_w3PQjMe2Xjhs9fBBAhchkg,UCw3PQjMe2Xjhs9fBBAhchkg,Arimura Taishi - YouTube,,
youtube.com::afv_user_id_7rdKyjrW-i3nUCncPZ6jLg,UC7rdKyjrW-i3nUCncPZ6jLg,MCBATTLE VERSE SELECTION - YouTube,,
youtube.com::afv_user_id_fb-Ly0RXaUGxglFJmPji1g,UCfb-Ly0RXaUGxglFJmPji1g,Warner Music Japan - YouTube,,
youtube.com::afv_user_id_B4nWNauim-qxiaDOcH0dLA,UCB4nWNauim-qxiaDOcH0dLA,街録ch〜あなたの人生、教えて下さい〜 - YouTube,,
youtube.com::afv_user_id_RaaCxSF8nEpfG3ZHesXKxw,UCRaaCxSF8nEpfG3ZHesXKxw,ジェラードンチャンネル - YouTube,,
youtube.com::afv_user_id_KnAJC2VKxQeNXJJRKUQViw,UCKnAJC2VKxQeNXJJRKUQViw,,,
youtube.com::afv_user_id_ftut9Z6S48igRNSQRDpCCg,UCftut9Z6S48igRNSQRDpCCg,,,
youtube.com::afv_user_id_-6aa7WG4qz8PrsNBHGU1Iw,UC-6aa7WG4qz8PrsNBHGU1Iw,,,
youtube.com::afv_user_id_W47Uio6Y_pC_0No0Reak-g,UCW47Uio6Y_pC_0No0Reak-g,,,
youtube.com::afv_user_id_6SmH9mR82nj28_NNg_rZvA,UC6SmH9mR82nj28_NNg_rZvA,,,
youtube.com::afv_user_id_f_C-0WsqsIyueQDovsSS0w,UCf_C-0WsqsIyueQDovsSS0w,,,
youtube.com::afv_user_id_v2ejD5B1xOYtGB2cf80B8g,UCv2ejD5B1xOYtGB2cf80B8g,,,
youtube.com::afv_user_id_kPhQEwdob-Dc539qnJASvg,UCkPhQEwdob-Dc539qnJASvg,,,
youtube.com::afv_user_id_GvRIuZH1C6_-p3qsNR2I-g,UCGvRIuZH1C6_-p3qsNR2I-g,,,
youtube.com::afv_user_id_R1zT1s524Hbc85bdvno_8w,UCR1zT1s524Hbc85bdvno_8w,,,
youtube.com::afv_user_id__SAYuk_q3bVo9mRh--3Lhg,UC_SAYuk_q3bVo9mRh--3Lhg,,,
youtube.com::afv_user_id_P2gnyy_-ToZeIDw6qeI6HA,UCP2gnyy_-ToZeIDw6qeI6HA,,,
youtube.com::afv_user_id_kB8HnJSDSJ2hkLQFUc-YrQ,UCkB8HnJSDSJ2hkLQFUc-YrQ,,,
youtube.com::afv_user_id_kH3CcMfqww9RsZvPRPkAJA,UCkH3CcMfqww9RsZvPRPkAJA,,,
youtube.com::afv_user_id_kOQ0uf8oRN6tZ71d3VBSaw,UCkOQ0uf8oRN6tZ71d3VBSaw,,,
youtube.com::afv_user_id_eiQATnaLCYer1WVydXFTVg,UCeiQATnaLCYer1WVydXFTVg,,,
youtube.com::afv_user_id_ILZFnKZJksR7zwhZbAB4vw,UCILZFnKZJksR7zwhZbAB4vw,,,
youtube.com::afv_user_id_Fo4kqllbcQ4nV83WCyraiw,UCFo4kqllbcQ4nV83WCyraiw,,,
youtube.com::afv_user_id_ZNDlsZU0StifdExCdRaRFg,UCZNDlsZU0StifdExCdRaRFg,,,
youtube.com::afv_user_id_0v-pxTo1XamIDE-f__Ad0Q,UC0v-pxTo1XamIDE-f__Ad0Q,,,
youtube.com::afv_user_id_AaGaynFpku5cAx6OOSrW-w,UCAaGaynFpku5cAx6OOSrW-w,,,
youtube.com::afv_user_id_14Yc2Qv92DMuyNRlHvpo2Q,UC14Yc2Qv92DMuyNRlHvpo2Q,,,
youtube.com::afv_user_id_sSVOnuH739ibN24Lma-12Q,UCsSVOnuH739ibN24Lma-12Q,,,
youtube.com::afv_user_id_OTR1tcOAhjgi6YukrPpZxg,UCOTR1tcOAhjgi6YukrPpZxg,,,
youtube.com::afv_user_id_QVhrypJhw1HxuRV4gX6hoQ,UCQVhrypJhw1HxuRV4gX6hoQ,,,
youtube.com::afv_user_id_mqvOh4dYFgFt3tQE-PfQKQ,UCmqvOh4dYFgFt3tQE-PfQKQ,,,
youtube.com::afv_user_id_8tryhd0liC1hIkYmir7k2w,UC8tryhd0liC1hIkYmir7k2w,,,
youtube.com::afv_user_id_Hi5HD9w9B-gI6Lbx43Rs7A,UCHi5HD9w9B-gI6Lbx43Rs7A,,,
youtube.com::afv_user_id_7MvTslTWkE1HKNYkXiGv1Q,UC7MvTslTWkE1HKNYkXiGv1Q,,,
youtube.com::afv_user_id_CTMMUDmBo6PXc7GmVHPrkw,UCCTMMUDmBo6PXc7GmVHPrkw,,,
youtube.com::afv_user_id__Ar3O8ZA5Aw7HB2gJYSYGQ,UC_Ar3O8ZA5Aw7HB2gJYSYGQ,,,
youtube.com::afv_user_id__g7UQqAr8eOLXSFDWMAmFA,UC_g7UQqAr8eOLXSFDWMAmFA,,,
youtube.com::afv_user_id_hiK9UAq1aaJZSu4SMxWKbg,UChiK9UAq1aaJZSu4SMxWKbg,,,
youtube.com::afv_user_id_d9BXPj-KcMTh0HiB-Vlb8A,UCd9BXPj-KcMTh0HiB-Vlb8A,,,
youtube.com::afv_user_id_FQu6Q-9LAS3KoEuRDNkzGA,UCFQu6Q-9LAS3KoEuRDNkzGA,,,
youtube.com::afv_user_id_qfELxLmasBwYET4ZAMfMqA,UCqfELxLmasBwYET4ZAMfMqA,,,
youtube.com::afv_user_id_ycx25tPi-ks4lnN3uD2cMA,UCycx25tPi-ks4lnN3uD2cMA,,,
youtube.com::afv_user_id_bOAbbOpTdRR2IglyBmpZng,UCbOAbbOpTdRR2IglyBmpZng,,,
youtube.com::afv_user_id_BtfqSqX1FUhA7qbSTpJ8TQ,UCBtfqSqX1FUhA7qbSTpJ8TQ,,,
youtube.com::afv_user_id_Xyv6yOdvqFOStw1QLJeB7A,UCXyv6yOdvqFOStw1QLJeB7A,,,
youtube.com::afv_user_id_aCfi0KmVTnjhI8KEVWdR0g,UCaCfi0KmVTnjhI8KEVWdR0g,,,
youtube.com::afv_user_id_fvohDfHt1v5N8l3BzPRsWQ,UCfvohDfHt1v5N8l3BzPRsWQ,,,
youtube.com::afv_user_id_l9jrOSfw6VxDMqaKY_yblw,UCl9jrOSfw6VxDMqaKY_yblw,,,
youtube.com::afv_user_id_SrwpEM8lBM4jR5YoKX3XOQ,UCSrwpEM8lBM4jR5YoKX3XOQ,,,
youtube.com::afv_user_id_IEgmfyQSPwrjXt1QpmNv0w,UCIEgmfyQSPwrjXt1QpmNv0w,,,
youtube.com::afv_user_id_mf7Dx0R4JpsS1XZH45SLnQ,UCmf7Dx0R4JpsS1XZH45SLnQ,,,
youtube.com::afv_user_id_rr5A5eZ5UuIjcdqN_y3zuw,UCrr5A5eZ5UuIjcdqN_y3zuw,,,
youtube.com::afv_user_id_y5A4S8tY0pxvzRhYrxodwg,UCy5A4S8tY0pxvzRhYrxodwg,,,
youtube.com::afv_user_id_7WWaOF8NL-h_9b-KPiBFRg,UC7WWaOF8NL-h_9b-KPiBFRg,,,
youtube.com::afv_user_id_OnA15zQ7OafLsnN8J-CMvg,UCOnA15zQ7OafLsnN8J-CMvg,,,
youtube.com::afv_user_id_DyHKpuBcZNjhZLIDLJldbA,UCDyHKpuBcZNjhZLIDLJldbA,,,
youtube.com::afv_user_id_dgfRnpHeNFcJ_jtWFs4ydQ,UCdgfRnpHeNFcJ_jtWFs4ydQ,,,
youtube.com::afv_user_id_Mj3EYCrIgLipiPseapE-yg,UCMj3EYCrIgLipiPseapE-yg,,,
youtube.com::afv_user_id_JbwnRbhbwFdBsaB1DNoFZw,UCJbwnRbhbwFdBsaB1DNoFZw,,,
youtube.com::afv_user_id_4Nrt3aTTnjVAW_ein2nTQQ,UC4Nrt3aTTnjVAW_ein2nTQQ,,,
youtube.com::afv_user_id_LBlh9D8xv84hAApzthWIjw,UCLBlh9D8xv84hAApzthWIjw,,,
youtube.com::afv_user_id_6VjNLslXbb6Stl0I2MkQWA,UC6VjNLslXbb6Stl0I2MkQWA,,,
youtube.com::afv_user_id_ISg6B0UZg0zcUN6jkoDLNw,UCISg6B0UZg0zcUN6jkoDLNw,,,
youtube.com::afv_user_id_i_AquB9uaI3-9xXkuWG7IQ,UCi_AquB9uaI3-9xXkuWG7IQ,,,
youtube.com::afv_user_id_CC2KYMK8Xq3Qs6WheLJJmw,UCCC2KYMK8Xq3Qs6WheLJJmw,,,
youtube.com::afv_user_id_dkVEDVAW5aFmA-Mkz0lAFQ,UCdkVEDVAW5aFmA-Mkz0lAFQ,,,
youtube.com::afv_user_id_3eTZ5Yld6qufD6rtEiERdw,UC3eTZ5Yld6qufD6rtEiERdw,,,
youtube.com::afv_user_id_Y_qQE1SSMciTm6qG4pgkfg,UCY_qQE1SSMciTm6qG4pgkfg,,,
youtube.com::afv_user_id_D0CcyMnVhEeAV5tNVM04cg,UCD0CcyMnVhEeAV5tNVM04cg,,,
youtube.com::afv_user_id_IRohOzkvDyspUb08yG085g,UCIRohOzkvDyspUb08yG085g,,,
youtube.com::afv_user_id_q3YtFr5JWvID4iK9HyrM3Q,UCq3YtFr5JWvID4iK9HyrM3Q,,,
youtube.com::afv_user_id_ZhQON4SjcmJdOKD0vXFpzw,UCZhQON4SjcmJdOKD0vXFpzw,,,
youtube.com::afv_user_id_eqzO--saSm3FxOYxceZzrA,UCeqzO--saSm3FxOYxceZzrA,,,
youtube.com::afv_user_id_oFLB_Gw_AoxUuuzKjXrc_Q,UCoFLB_Gw_AoxUuuzKjXrc_Q,,,
youtube.com::afv_user_id_QVZJQHPNRkTGV1dzw2aUdQ,UCQVZJQHPNRkTGV1dzw2aUdQ,,,
youtube.com::afv_user_id_IA82cqwsrsAt1zV4DmAhQw,UCIA82cqwsrsAt1zV4DmAhQw,,,
youtube.com::afv_user_id_v6P5nsS9rP4tDtFlqLU_QQ,UCv6P5nsS9rP4tDtFlqLU_QQ,,,
youtube.com::afv_user_id_2j4lymo8Ce_1RXMeo4afcQ,UC2j4lymo8Ce_1RXMeo4afcQ,,,
youtube.com::afv_user_id_bJM_Y06iuUOl3hVPqYcvng,UCbJM_Y06iuUOl3hVPqYcvng,,,
youtube.com::afv_user_id_g9mwxF0uacG3Q4N91wo2TQ,UCg9mwxF0uacG3Q4N91wo2TQ,,,
youtube.com::afv_user_id_SwW7Cgtn1Bq74YGiIY2UFg,UCSwW7Cgtn1Bq74YGiIY2UFg,,,
youtube.com::afv_user_id_47AYUs8AVU1QsT5LhpXjaw,UC47AYUs8AVU1QsT5LhpXjaw,,,
youtube.com::afv_user_id_l2aT0nRejTCQO_LHZAftBw,UCl2aT0nRejTCQO_LHZAftBw,,,
youtube.com::afv_user_id_KW5cdR5gsUPRkm_bXQUvCg,UCKW5cdR5gsUPRkm_bXQUvCg,,,
youtube.com::afv_user_id_JFZiqLMntJufDCHc6bQixg,UCJFZiqLMntJufDCHc6bQixg,,,
youtube.com::afv_user_id_RxDTCmIjgli-Xgh2KPE9dA,UCRxDTCmIjgli-Xgh2KPE9dA,,,
youtube.com::afv_user_id_E52RveEpQ1AObKPloQBkCg,UCE52RveEpQ1AObKPloQBkCg,,,
youtube.com::afv_user_id_y9GuRXGTm8TliQ-OJ7KwzA,UCy9GuRXGTm8TliQ-OJ7KwzA,,,
youtube.com::afv_user_id_88KSXMWdkv50V1Wm8CAYWg,UC88KSXMWdkv50V1Wm8CAYWg,,,
youtube.com::afv_user_id_75NfjEdgZ3BvqJ2ssCyHdg,UC75NfjEdgZ3BvqJ2ssCyHdg,,,
youtube.com::afv_user_id_67Wr_9pA4I0glIxDt_Cpyw,UC67Wr_9pA4I0glIxDt_Cpyw,,,
youtube.com::afv_user_id_2NujFa5X09CdV0YCntmQDg,UC2NujFa5X09CdV0YCntmQDg,,,
youtube.com::afv_user_id_7JQKVJMCIuVMcrFXSozMCw,UC7JQKVJMCIuVMcrFXSozMCw,,,
youtube.com::afv_user_id_hNkqst-cjAoIbXb-ukn_tQ,UChNkqst-cjAoIbXb-ukn_tQ,,,
youtube.com::afv_user_id_CRb6nYKaT8tzLA8CwDdUtw,UCCRb6nYKaT8tzLA8CwDdUtw,,,
youtube.com::afv_user_id_fkM3u-0uSKADDitZLpXcfA,UCfkM3u-0uSKADDitZLpXcfA,,,
youtube.com::afv_user_id_SSkv6tmPpi8d1IrWegypsA,UCSSkv6tmPpi8d1IrWegypsA,,,
youtube.com::afv_user_id_4wKG5KyK_jstc2g01PZBcg,UC4wKG5KyK_jstc2g01PZBcg,,,
